title,company,location,link,source,scraped_at,description
"4 weeks ago

ICT Servicedesk / First Level Support 100%
Place of work:

Rothenburg

Workload:

100%

Contract type:

Permanent position

Gemeindeverband ICT",,,https://www.jobs.ch/en/vacancies/detail/c7ad85a8-7239-4401-94d3-066f33e7a9fb/,jobs.ch,2026-02-11 15:04:41,
"10 hours ago

ICT-Architektin/ICT-Architekt
Place of work:

Liestal

Workload:

80 – 100%

Contract type:

Permanent position

Kantonale Verwaltung Basel-Landschaft

New",,,https://www.jobs.ch/en/vacancies/detail/1a56e07b-708e-4332-9996-12c3e98d9bd5/,jobs.ch,2026-02-11 15:04:41,
"2 days ago

Ressortleitung ICT w/m/d
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

fenaco Genossenschaft",,,https://www.jobs.ch/en/vacancies/detail/38b7f370-d3eb-4e0c-bd7e-7719dd534bad/,jobs.ch,2026-02-11 15:04:41,
"9 hours ago

ICT Workplace Engineer (a)
Place of work:

Burgdorf

Workload:

80 – 100%

Contract type:

Permanent position

Spital Emmental

New",,,https://www.jobs.ch/en/vacancies/detail/a753c35c-576f-4d0e-a2d9-3d43aca24a31/,jobs.ch,2026-02-11 15:04:41,
"Yesterday

ICT-Fachperson
Place of work:

Berikon

Workload:

50 – 60%

Contract type:

Permanent position

Mastertools GmbH

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/22740f71-1c13-4426-8ab3-e899d72b218e/,jobs.ch,2026-02-11 15:04:41,
"9 hours ago

ICT-Supporter:in (a)
Place of work:

Burgdorf

Workload:

80 – 100%

Contract type:

Permanent position

Spital Emmental

New",,,https://www.jobs.ch/en/vacancies/detail/2916436a-2b73-43f4-9eac-152c2f81314c/,jobs.ch,2026-02-11 15:04:41,
"3 hours ago

Senior ICT Specialist
Place of work:

6110

Workload:

100%

Contract type:

Permanent position

Geistlich Pharma AG

New",,,https://www.jobs.ch/en/vacancies/detail/236745be-98ee-473a-9413-57a2f53d149d/,jobs.ch,2026-02-11 15:04:41,
"2 weeks ago

ICT Security Analyst
Place of work:

Emmen

Workload:

100%

Contract type:

Permanent position

RUAG MRO Holding AG",,,https://www.jobs.ch/en/vacancies/detail/3a77a977-c4fa-4d23-9ec1-fde14b4723fa/,jobs.ch,2026-02-11 15:04:41,
"Yesterday

ICT-Fachmann / ICT-Fachfrau 80-100 % mit Entwicklungsmöglichkeiten
Place of work:

Inwil

Workload:

80 – 100%

Contract type:

Permanent position

Obrist Interior AG

Easy apply
New",,,https://www.jobs.ch/en/vacancies/detail/2e8dde9f-9882-4c29-90aa-d62b5fddcb6a/,jobs.ch,2026-02-11 15:04:41,
"8 hours ago

ICT-System-Administrator/in 100%
Place of work:

Grüningen

Workload:

100%

Contract type:

Permanent position

Verkehrsbetriebe Zürichsee und Oberland (VZO) AG

New",,,https://www.jobs.ch/en/vacancies/detail/e6551d4c-9a2f-4bf1-9b26-15fd60625606/,jobs.ch,2026-02-11 15:04:41,
"2 days ago

ICT Applikationsmanager medizinische Applikationen (a)
Place of work:

Burgdorf

Workload:

80 – 100%

Contract type:

Permanent position

Spital Emmental",,,https://www.jobs.ch/en/vacancies/detail/8a196567-0a25-4393-afba-8ab7130d0fc3/,jobs.ch,2026-02-11 15:04:41,
"6 days ago

ICT Fachmann, ICT Fachfrau (ideal für Lehrabgänger/innen)
Place of work:

Irchel und Schlieren

Workload:

50%

Contract type:

Temporary

Universität Zürich",,,https://www.jobs.ch/en/vacancies/detail/6d9b9a03-275a-48aa-acbe-ef1764b7ec10/,jobs.ch,2026-02-11 15:04:41,
"5 hours ago

Senior ICT Solution Architect 80-100%
Place of work:

Zurich (Headquarter)

Workload:

80 – 100%

Contract type:

Permanent position

Sunrise GmbH

New",,,https://www.jobs.ch/en/vacancies/detail/da986d01-2140-4074-8006-661494e23232/,jobs.ch,2026-02-11 15:04:41,
"3 hours ago

Senior IT Systems Engineer (m/w)
Place of work:

Bülach

Workload:

100%

Contract type:

Permanent position

LANDERT Group AG

Easy apply
New",,,https://www.jobs.ch/en/vacancies/detail/5c05beac-3135-40fc-bc88-1e6828171659/,jobs.ch,2026-02-11 15:04:41,
"7 hours ago

ICT Engineer Business Applications 80 - 100 % (w/m/d)
Place of work:

Bonaduz

Workload:

80 – 100%

Contract type:

Permanent position

Hamilton Medical AG

New",,,https://www.jobs.ch/en/vacancies/detail/09734056-ec12-435f-bc79-cd21682d62aa/,jobs.ch,2026-02-11 15:04:41,
"2 days ago

Mitarbeiter/in ICT-Service Desk & Support (m/w/d)
Place of work:

Littenheid

Workload:

100%

Contract type:

Permanent position

Clienia Littenheid AG",,,https://www.jobs.ch/en/vacancies/detail/615bd37b-e704-4939-9071-24a67a1c44f6/,jobs.ch,2026-02-11 15:04:41,
"3 weeks ago

ICT Security Specialist
Place of work:

Luzern

Workload:

100%

Contract type:

Permanent position

Safeguard Global AG",,,https://www.jobs.ch/en/vacancies/detail/ea904cef-a63d-46e9-9242-6fd7da9c2f5f/,jobs.ch,2026-02-11 15:04:41,
"2 days ago

ICT Network & Software Engineer (m/w/d)
Place of work:

St. Gallen

Workload:

100%

Contract type:

Permanent position

MF Group AG",,,https://www.jobs.ch/en/vacancies/detail/74d81738-1d4c-4c8b-8cf0-aa1308e06321/,jobs.ch,2026-02-11 15:04:42,
"4 weeks ago

ICT-Supporter:in
Place of work:

Olten

Workload:

80 – 100%

Contract type:

Permanent position

Equans Switzerland AG",,,https://www.jobs.ch/en/vacancies/detail/60af5209-190a-40aa-9e7e-236f35ffbfcd/,jobs.ch,2026-02-11 15:04:42,
"4 weeks ago

Teamlead ICT Governance & Planning
Place of work:

Flughafen Zürich

Workload:

100%

Contract type:

Permanent position

Flughafen Zürich AG",,,https://www.jobs.ch/en/vacancies/detail/7784a411-db89-48ff-9a92-5874e2cfc9e8/,jobs.ch,2026-02-11 15:04:42,
Open in new tab,,,https://www.jobs.ch/en/vacancies/detail/c7ad85a8-7239-4401-94d3-066f33e7a9fb/,jobs.ch,2026-02-11 15:04:42,
"Yesterday

System Ingenieur - VMware/Cisco UCS Manager/ArgoCD
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Freelance

ITech Consult AG

Easy apply
New",,,https://www.jobs.ch/en/vacancies/detail/6c8b5faf-95a2-48af-a822-0386ce3877d0/,jobs.ch,2026-02-11 15:04:45,
"6 days ago

ICT Projektleiter/-in 80-100% (a)
Place of work:

Zürich

Workload:

80 – 100%

Contract type:

Permanent position

Spitex Zürich AG",,,https://www.jobs.ch/en/vacancies/detail/71eed4e3-f6b6-4d82-a602-7e1d98eee012/,jobs.ch,2026-02-11 15:04:45,
"Last week

ICT System Engineer
Place of work:

Zürich

Workload:

80%

Contract type:

Permanent position

Stadt Zürich – Organisation und Informatik",,,https://www.jobs.ch/en/vacancies/detail/2fb2c242-8c71-4e40-9c00-ab7f295545b6/,jobs.ch,2026-02-11 15:04:45,
"4 weeks ago

Verantwortliche/r ICT und Digitale Transformation, 80%
Place of work:

Sachseln

Workload:

80%

Contract type:

Permanent position

Stiftung Rütimattli",,,https://www.jobs.ch/en/vacancies/detail/323fd9c4-627d-405a-be36-e68e1363001c/,jobs.ch,2026-02-11 15:04:45,
"4 weeks ago

Teamlead ICT Governance & Planning
Place of work:

Flughafen Zürich

Workload:

100%

Contract type:

Permanent position

Zurich Flughafen AG",,,https://www.jobs.ch/en/vacancies/detail/b83f4be1-2ddb-4bf2-a925-43d135b89276/,jobs.ch,2026-02-11 15:04:45,
"3 weeks ago

ICT Business Analyst
Place of work:

Baden-Daettwil

Workload:

100%

Contract type:

Permanent position

Dectris AG",,,https://www.jobs.ch/en/vacancies/detail/ca96bc10-e93d-4446-bc58-3b0aac789e6b/,jobs.ch,2026-02-11 15:04:45,
"Last week

Beschaffungsmanager/in ICT 80-100%
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

eOperations Schweiz AG",,,https://www.jobs.ch/en/vacancies/detail/9f82c6a0-86fb-45f8-b493-9cd7485427bd/,jobs.ch,2026-02-11 15:04:45,
"4 weeks ago

ICT Infrastructure & Security Manager (100%)
Place of work:

Winterthur

Workload:

100%

Contract type:

Permanent position

Schweiz. Normen-Vereinigung (SNV)

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/aed99c89-30cc-4ff6-a397-9a07af11cacc/,jobs.ch,2026-02-11 15:04:45,
"4 days ago

Head of ICT Volume
Place of work:

Mägenwil

Workload:

80 – 100%

Contract type:

Permanent position

Brack.Alltron AG",,,https://www.jobs.ch/en/vacancies/detail/372e360e-daaf-4525-808f-0ec1a0151ff3/,jobs.ch,2026-02-11 15:04:45,
"3 weeks ago

Berufsbildner/in ICT Fachleute und Support 80-100%
Place of work:

Dietikon

Workload:

80 – 100%

Contract type:

Permanent position

Rafisa Informatik GmbH

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/4b85f35c-00ba-4f61-8303-e3ae14c70c85/,jobs.ch,2026-02-11 15:04:45,
"3 weeks ago

ICT & FM Allrounder*in Abteilung Technischer Dienst / ICT 80–100 %
Place of work:

Wetzikon ZH

Workload:

80 – 100%

Contract type:

Permanent position

IWAZ Schweizerisches Wohn- und Arbeitszentrum für Mobilitätsbehinderte",,,https://www.jobs.ch/en/vacancies/detail/99422e43-4630-440b-8938-e34bc10b3690/,jobs.ch,2026-02-11 15:04:46,
"2 weeks ago

ICT System Engineer
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

RUAG MRO Holding AG",,,https://www.jobs.ch/en/vacancies/detail/5c72a7cf-46e1-41b8-b8f3-3a0b3ecd7c43/,jobs.ch,2026-02-11 15:04:46,
"2 days ago

ICT-Sicherheitsbeauftragter, (m/w) 80-100 %
Place of work:

Schaffhausen

Workload:

80 – 100%

Contract type:

Permanent position

Kanton Schaffhausen",,,https://www.jobs.ch/en/vacancies/detail/909c57ab-c108-44f0-a635-f19aca606206/,jobs.ch,2026-02-11 15:04:46,
"4 weeks ago

ICT System Administrator (m/w/d)
Place of work:

Langenthal

Workload:

100%

Contract type:

Permanent position

MOTOREX AG",,,https://www.jobs.ch/en/vacancies/detail/149ce7db-0417-432f-940d-20e0385c1642/,jobs.ch,2026-02-11 15:04:46,
"Last week

ICT System Engineer (w/m/d)
Place of work:

Emmen

Workload:

100%

Contract type:

Permanent position

CKW",,,https://www.jobs.ch/en/vacancies/detail/ee7e7ae4-d992-472d-a170-c1dab3307df0/,jobs.ch,2026-02-11 15:04:46,
"2 days ago

Administrateur/trice système ICT
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

SDBB | CSFO",,,https://www.jobs.ch/en/vacancies/detail/8964d67f-cdb4-4402-8a59-7232b2380c66/,jobs.ch,2026-02-11 15:04:46,
"2 weeks ago

ICT System Engineer (w/m) | 80 - 100%
Place of work:

Au SG

Workload:

80 – 100%

Contract type:

Permanent position

KRAFTWERK H AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/c6f099ac-ecbc-44f4-b5d3-85ab5583e94d/,jobs.ch,2026-02-11 15:04:46,
"2 days ago

Senior ICT System Engineer (w/m/d)
Place of work:

Emmen

Workload:

100%

Contract type:

Permanent position

CKW",,,https://www.jobs.ch/en/vacancies/detail/1a6ed7d0-6ce0-473b-95e5-edbd331e2778/,jobs.ch,2026-02-11 15:04:46,
"2 weeks ago

ICT Aderant Assistant (100%)
Place of work:

Zürich

Workload:

100%

Contract type:

Permanent position

Schellenberg Wittmer AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/023a7762-8289-4402-ab4e-cd53a5df415f/,jobs.ch,2026-02-11 15:04:46,
"2 days ago

ICT System Engineer / Citrix Specialist 100% / Fest
Place of work:

Zürich

Workload:

100%

Contract type:

Permanent position

Evergreen Human Resources AG",,,https://www.jobs.ch/en/vacancies/detail/0c6a5412-f2f8-4c87-8561-59cd9920707c/,jobs.ch,2026-02-11 15:04:46,
Open in new tab,,,https://www.jobs.ch/en/vacancies/detail/6c8b5faf-95a2-48af-a822-0386ce3877d0/,jobs.ch,2026-02-11 15:04:46,
"2 weeks ago

Lehrgang als ICT-Systemspezialist/-in Junior an der ICT Warrior Academy
Place of work:

Bern

Workload:

100%

Contract type:

Temporary

Schweizer Armee - Kommando Cyber Kdo Cy",,,https://www.jobs.ch/en/vacancies/detail/8ccf633f-744f-467f-b01e-4d9155e233bf/,jobs.ch,2026-02-11 15:04:49,
"3 weeks ago

ICT Teamleader Microsoft D365 Application Management (all genders)
Place of work:

Aadorf

Workload:

80 – 100%

Contract type:

Permanent position

Griesser AG",,,https://www.jobs.ch/en/vacancies/detail/5146b95b-c590-4097-9d51-4877ec744572/,jobs.ch,2026-02-11 15:04:49,
"4 weeks ago

ICT System Engineer Telecom
Place of work:

Zürich-Flughafen

Workload:

80 – 100%

Contract type:

Permanent position

Schutz & Rettung Zürich",,,https://www.jobs.ch/en/vacancies/detail/17a51260-4f01-474a-8cd4-b341c876032d/,jobs.ch,2026-02-11 15:04:49,
"4 weeks ago

ICT Supporter (m/w/d)
Place of work:

Langenthal

Workload:

100%

Contract type:

Permanent position

MOTOREX AG",,,https://www.jobs.ch/en/vacancies/detail/67d7a6a0-e959-4204-85bb-3ad142fe30dd/,jobs.ch,2026-02-11 15:04:49,
"Yesterday

Leiterin oder Leiter Systemtechnik (80 – 100%)
Place of work:

Bern

Workload:

100%

Contract type:

Permanent position

Ausgleichskasse des Kantons Bern",,,https://www.jobs.ch/en/vacancies/detail/4a0a09cf-6e17-4e29-95d9-8836913b4abf/,jobs.ch,2026-02-11 15:04:49,
"3 days ago

ICT-System Engineer 80-100%
Place of work:

Chur

Workload:

80 – 100%

Contract type:

Permanent position

ONAX AG it solutions",,,https://www.jobs.ch/en/vacancies/detail/6aa3705e-704f-48e3-bcf2-09436a9eeb2c/,jobs.ch,2026-02-11 15:04:50,
"10 hours ago

ICT-System-Ingenieur/-in Professional (1028)
Place of work:

Zollikofen (und Homeoffice)

Workload:

80 – 100%

Contract type:

Permanent position

Bundesamt für Informatik und Telekommunikation BIT

New",,,https://www.jobs.ch/en/vacancies/detail/ecbd2fb6-1bc7-4b58-b8fd-df96e5fc9738/,jobs.ch,2026-02-11 15:04:50,
"3 weeks ago

MitarbeiterIn ICT Support & Projekte 80-100%
Place of work:

Winterthur

Workload:

80 – 100%

Contract type:

Permanent position

Paul Reinhart AG",,,https://www.jobs.ch/en/vacancies/detail/f321c63a-eb3f-45da-abfd-c7ba9b8dfefa/,jobs.ch,2026-02-11 15:04:50,
"5 days ago

Leitung BSA-ICT (m/w/d)
Place of work:

St.Gallen

Workload:

100%

Contract type:

Permanent position

Kanton St. Gallen",,,https://www.jobs.ch/en/vacancies/detail/777de494-df2d-487b-b70c-0787816f1276/,jobs.ch,2026-02-11 15:04:50,
"Last month

ICT-Supporter / Systemadministrator
Place of work:

Boswil

Workload:

80 – 100%

Contract type:

Permanent position

Protecdata AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/cd673bff-91dc-47f3-8c74-b139594cfaea/,jobs.ch,2026-02-11 15:04:50,
"2 weeks ago

ICT-Projektmanager (80 - 100 %) (alle)
Place of work:

Olten

Workload:

80 – 100%

Contract type:

Permanent position

Samariter Schweiz",,,https://www.jobs.ch/en/vacancies/detail/2f540014-d052-4842-aa43-9dd73e1efda4/,jobs.ch,2026-02-11 15:04:50,
"3 weeks ago

ICT Support Engineer (80-100%)
Place of work:

Rothenburg

Workload:

80 – 100%

Contract type:

Permanent position

Zettaplan AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/baaa1318-5e42-43d2-bdea-18bd01f625be/,jobs.ch,2026-02-11 15:04:50,
"2 weeks ago

ICT Supporter:in 100% [Ref:2574]
Place of work:

Raum Schaffhausen

Workload:

80 – 100%

Contract type:

Permanent position

Freestar-Informatik AG",,,https://www.jobs.ch/en/vacancies/detail/d680b8a0-d6b6-4da2-b7e9-25665b4e576f/,jobs.ch,2026-02-11 15:04:50,
"5 days ago

ICT Hotline Mitarbeitende:r (a) 100% [Ref:2465]
Place of work:

Raum Bern

Workload:

80 – 100%

Contract type:

Temporary

Freestar-Informatik AG",,,https://www.jobs.ch/en/vacancies/detail/c26d84fc-9f33-4482-bd41-4fbcaf720c8b/,jobs.ch,2026-02-11 15:04:50,
"2 weeks ago

ICT Operational Engineer (80-100%)
Place of work:

Fribourg / Berne

Workload:

80 – 100%

Contract type:

Permanent position

Telecom Services SA - Eine Gesellschaft der Ofac-Gruppe

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/b75e44b6-78d9-4c70-bb85-2a06b601e900/,jobs.ch,2026-02-11 15:04:50,
"4 weeks ago

ICT Service Desk Specialist (alle) 80–100%
Place of work:

Rickenbach (b. Olten)

Workload:

80 – 100%

Contract type:

Permanent position

AEK AG",,,https://www.jobs.ch/en/vacancies/detail/2c594f7a-3d0c-4d95-983b-0761c453253e/,jobs.ch,2026-02-11 15:04:50,
"Last week

ICT System Specialist (a) 80-100% [Ref:2696]
Place of work:

Lenzburg

Workload:

80 – 100%

Contract type:

Permanent position

Freestar-Informatik AG",,,https://www.jobs.ch/en/vacancies/detail/a77cc493-f865-4be3-899a-fdb651b11028/,jobs.ch,2026-02-11 15:04:50,
"Yesterday

ICT-System-Ingenieur/-in Senior (1006)
Place of work:

Zollikofen

Workload:

80 – 100%

Contract type:

Permanent position

Bundesamt für Informatik und Telekommunikation BIT",,,https://www.jobs.ch/en/vacancies/detail/13d8c1cd-9e90-4e51-b6d3-a2a8b60a8b38/,jobs.ch,2026-02-11 15:04:50,
"3 weeks ago

ICT-Teamleiterin / Teamleiter Nicht-Medizinische Applikationen
Place of work:

Zürich

Workload:

80 – 100%

Contract type:

Permanent position

Psychiatrische Universitätsklinik Zürich",,,https://www.jobs.ch/en/vacancies/detail/bfa594a4-665a-4262-a276-1456d2607e63/,jobs.ch,2026-02-11 15:04:50,
"1 hour ago

Junior System Administrator
Place of work:

Aarau

Workload:

100%

Contract type:

Permanent position

Salary:

CHF 70 000 - 90 000 /year

yellowshark

New",,,https://www.jobs.ch/en/vacancies/detail/9c0422d4-9679-48bd-b192-3eccf4711ddf/,jobs.ch,2026-02-11 15:04:50,
Open in new tab,,,https://www.jobs.ch/en/vacancies/detail/8ccf633f-744f-467f-b01e-4d9155e233bf/,jobs.ch,2026-02-11 15:04:50,
"4 weeks ago

ICT-Supporter:in 100%
Place of work:

Lyss

Workload:

100%

Contract type:

Permanent position

SPT Roth AG",,,https://www.jobs.ch/en/vacancies/detail/179f4047-e2fe-44a7-b5be-b87f5c1f0498/,jobs.ch,2026-02-11 15:04:53,
"Last week

ICT Supporter (m/w/d)
Place of work:

Dottikon

Workload:

80 – 100%

Contract type:

Permanent position

Dottikon Exclusive Synthesis AG",,,https://www.jobs.ch/en/vacancies/detail/b8fa7c7c-499d-47e7-96ef-aa66f8c5cbf4/,jobs.ch,2026-02-11 15:04:53,
"Last week

Director Information & Communication Technology mit Dynamics 365
Place of work:

Deutschschweiz

Workload:

100%

Contract type:

Permanent position

Humanis AG",,,https://www.jobs.ch/en/vacancies/detail/a799052c-d52b-4c6d-8173-62c2f6442e1c/,jobs.ch,2026-02-11 15:04:53,
"4 weeks ago

ICT System Engineer Linux
Place of work:

Wilderswil

Workload:

80 – 100%

Contract type:

Permanent position

RUAG AG",,,https://www.jobs.ch/en/vacancies/detail/aeb6c06a-9b98-4760-a909-b147dbd4ebd8/,jobs.ch,2026-02-11 15:04:53,
"Yesterday

Key Account Manager 100% (w/m/d)
Place of work:

Schlieren

Workload:

100%

Contract type:

Permanent position

Axians Infoma Schweiz",,,https://www.jobs.ch/en/vacancies/detail/b11e38bb-a0aa-4778-b344-2942d34c4b99/,jobs.ch,2026-02-11 15:04:53,
"2 weeks ago

Manager ICT local Infrastructure (a) 80 - 100%
Place of work:

Weinfelden

Workload:

80 – 100%

Contract type:

Permanent position

Model AG",,,https://www.jobs.ch/en/vacancies/detail/bbfa3631-a892-46a8-9c7b-8f5ed4007fec/,jobs.ch,2026-02-11 15:04:53,
"2 weeks ago

ICT System Engineer Linux /w/d/m)
Place of work:

Zürich

Workload:

80 – 100%

Contract type:

Permanent position

BSI Business Systems Integration AG",,,https://www.jobs.ch/en/vacancies/detail/9eade1e8-d601-48f8-b4eb-b816652b8269/,jobs.ch,2026-02-11 15:04:53,
"3 weeks ago

zwei Ausbildner:innen Plattformentwicklung und ICT Fachmann/-frau, mit 90% und 100%
Place of work:

Zürich

Workload:

100%

Contract type:

Permanent position

ESPAS",,,https://www.jobs.ch/en/vacancies/detail/3a4ad775-be4e-48ab-b39b-4290b68ebd45/,jobs.ch,2026-02-11 15:04:53,
"2 weeks ago

ICT-Supporter/in
Place of work:

Oftringen

Workload:

80 – 100%

Contract type:

Permanent position

Gemeinde Oftringen

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/0ce95a30-ab2b-475b-82aa-c31c39122a65/,jobs.ch,2026-02-11 15:04:53,
"3 weeks ago

ICT System & Cloud Engineer (m/w/d) 80%-100%
Place of work:

Solothurn

Workload:

80 – 100%

Contract type:

Permanent position

dplan AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/6fad4a16-5782-4c83-91cc-0fd6b206df96/,jobs.ch,2026-02-11 15:04:53,
"4 weeks ago

ICT-Architekt/-in Senior (972, 973)
Place of work:

Zollikofen

Workload:

80 – 100%

Contract type:

Permanent position

Bundesamt für Informatik und Telekommunikation BIT",,,https://www.jobs.ch/en/vacancies/detail/84132126-c6cb-4028-8b42-d3d90cdc1e85/,jobs.ch,2026-02-11 15:04:53,
"Last month

LEITER/IN FINANZEN, CONTROLLING & BESCHAFFUNG ICT
Place of work:

Bern

Workload:

100%

Contract type:

Permanent position

Xeloba GmbH",,,https://www.jobs.ch/en/vacancies/detail/b03dea80-468b-41e5-bc93-2f87153ed36a/,jobs.ch,2026-02-11 15:04:53,
"Yesterday

Mitarbeiter*in Digital Support im Bachelorstudiengang
Place of work:

Bern

Workload:

60 – 80%

Contract type:

Permanent position

Berner Fachhochschule BFH

New",,,https://www.jobs.ch/en/vacancies/detail/62b94762-11a1-4a93-b60b-1a7032e67f86/,jobs.ch,2026-02-11 15:04:53,
"Last week

ICT System-Administrator/in
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

Schweizerisches Dienstleistungszentrum Berufsbildung / Berufs-, Studien- und Laufbahnberatung (SDBB)",,,https://www.jobs.ch/en/vacancies/detail/f190a5b6-8b67-48d6-b401-3e270eb1f916/,jobs.ch,2026-02-11 15:04:53,
"3 weeks ago

ICT Support & Administrator (w/d/m)
Place of work:

Dättwil AG

Workload:

80 – 100%

Contract type:

Permanent position

BSI Business Systems Integration AG",,,https://www.jobs.ch/en/vacancies/detail/fd6c689b-670d-4bd5-a5dc-29c8bad926f1/,jobs.ch,2026-02-11 15:04:53,
"4 weeks ago

ICT-Manager/in
Place of work:

Herisau

Workload:

80 – 100%

Contract type:

Permanent position

Huber Fenster AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/4a88949c-3e56-44a4-8396-af1460d1635a/,jobs.ch,2026-02-11 15:04:53,
"Last week

ICT-Projektleiter/-in
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

Schweizer Armee - Logistikbasis der Armee LBA",,,https://www.jobs.ch/en/vacancies/detail/ad5b115b-69c5-4555-b27f-ac3666642c53/,jobs.ch,2026-02-11 15:04:53,
"4 weeks ago

ICT System Engineer / Administrator (80% - 100%, w/m/d)
Place of work:

Basel

Workload:

80 – 100%

Contract type:

Permanent position

Orion Rechtsschutz-Versicherung AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/61627929-f77d-4d4e-b014-2c823591c92c/,jobs.ch,2026-02-11 15:04:53,
"Last week

ICT-Supporter:in 100%
Place of work:

Zürich

Workload:

100%

Contract type:

Permanent position

Interkantonale Hochschule für Heilpädagogik Zürich",,,https://www.jobs.ch/en/vacancies/detail/49f60f4e-e0b3-4697-8cfa-7a2a5420c29f/,jobs.ch,2026-02-11 15:04:53,
"2 weeks ago

Senior ICT System Engineer (80-100%)
Place of work:

Rothenburg

Workload:

80 – 100%

Contract type:

Permanent position

Zettaplan AG

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/c9a86d6d-4c03-44ea-ac49-91563d499794/,jobs.ch,2026-02-11 15:04:53,
Open in new tab,,,https://www.jobs.ch/en/vacancies/detail/179f4047-e2fe-44a7-b5be-b87f5c1f0498/,jobs.ch,2026-02-11 15:04:53,
"4 weeks ago

Gruppenleitung & ICT-Allrounder/-in 80 - 100 %
Place of work:

Winterthur

Workload:

80 – 100%

Contract type:

Permanent position

Läbesruum

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/3d11f163-c3bb-4f8e-a895-770f3f3038e2/,jobs.ch,2026-02-11 15:04:57,
"6 days ago

ICT-Supporter Spezialist L1-L2 Pro / Senior 100% (m/w/d)
Place of work:

Ried b. Kerzers

Workload:

100%

Contract type:

Permanent position

Weiss + Appetito

Easy apply",,,https://www.jobs.ch/en/vacancies/detail/1fe99d12-4221-4b60-8d0e-a33e50f46835/,jobs.ch,2026-02-11 15:04:57,
"Last week

ICT/Applikations-Supporter 80-100%
Place of work:

Solothurn

Workload:

80 – 100%

Contract type:

Permanent position

ESPRIT Netzwerk AG",,,https://www.jobs.ch/en/vacancies/detail/ee7a63f9-9626-46e3-811d-fdb3e3c594e3/,jobs.ch,2026-02-11 15:04:57,
"Last week

System Engineer – Team Corporate ICT Infrastructure
Place of work:

Volketswil

Workload:

80 – 100%

Contract type:

Permanent position

UMB AG, Zweigniederlassung Volketswil",,,https://www.jobs.ch/en/vacancies/detail/e2831876-c0ca-4353-941e-0659f90b1cbe/,jobs.ch,2026-02-11 15:04:57,
"3 weeks ago

ICT Supporter /-in Service Desk 80-100%
Place of work:

Glarus Nord

Workload:

80 – 100%

Contract type:

Permanent position

Technische Betriebe Glarus Nord",,,https://www.jobs.ch/en/vacancies/detail/ced44a1b-b51b-4d72-9a23-227abb5ed1ce/,jobs.ch,2026-02-11 15:04:57,
"5 days ago

ICT-Integrationsspezialist/in 100 %
Place of work:

Langenthal

Workload:

100%

Contract type:

Permanent position

SRO AG",,,https://www.jobs.ch/en/vacancies/detail/58265e4a-7b61-485f-bd43-00405d2c3785/,jobs.ch,2026-02-11 15:04:57,
"4 weeks ago

Erfahrene*r ICT-Supporter*in
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

Universität Bern",,,https://www.jobs.ch/en/vacancies/detail/403ec686-7534-4d8f-886b-c11ae6080f08/,jobs.ch,2026-02-11 15:04:57,
"3 weeks ago

Mitarbeiter/in ICT-Support (m/w/d)
Place of work:

Bützberg

Workload:

100%

Contract type:

Permanent position

Glas Trösch AG",,,https://www.jobs.ch/en/vacancies/detail/39a9e431-d559-4781-bc58-fa5155f55760/,jobs.ch,2026-02-11 15:04:57,
"4 weeks ago

ICT-Supporter/-in Field Support 80-100 %
Place of work:

Bern

Workload:

80 – 100%

Contract type:

Permanent position

Finanzdirektion des Kanton Bern",,,https://www.jobs.ch/en/vacancies/detail/0272e70f-b380-4930-9796-7d6508522056/,jobs.ch,2026-02-11 15:04:57,
"Last week

ICT Engineer M365 / SharePoint / Power Platform 80 - 100 % (w/m/d)
Place of work:

Bonaduz

Workload:

80 – 100%

Contract type:

Permanent position

Hamilton Bonaduz AG",,,https://www.jobs.ch/en/vacancies/detail/9488ea7a-e0ce-424e-ac4c-1cc590598499/,jobs.ch,2026-02-11 15:04:57,
